Name,elo_overall,match_number,elo_hard,match_number_hard,elo_clay,match_number_clay,elo_grass,match_number_grass,previous_match
Rogerio Dutra Silva,1810.4903506811434,732,1857.1115748503694,114,1863.135224616601,511,1555.9408744848047,12,2019-Banja Luka CH-Guilherme Clezar-Rogerio Dutra Silva
Nuno Borges,1810.3746741221457,274,1840.116191893864,129,1912.4155614814163,136,1486.0608098868734,9,2022-Porto CH-Antoine Escoffier-Nuno Borges
Facundo Bagnis,1810.2612313782372,875,1798.3774690153646,68,1919.8808912838272,686,1505.1217883614183,8,2022-Bastad-Pedro Sousa-Facundo Bagnis
Sebastian Ofner,1809.2128639500193,457,1811.2540623299728,209,1886.8172482067437,221,1693.6560800405587,27,2022-Verona CH-Francesco Maestrelli-Sebastian Ofner
Paul Jubb,1807.8431503756228,148,1810.7005365037132,91,1787.6515797887462,39,1715.4663384266564,18,2022-Wimbledon-Nick Kyrgios-Paul Jubb
Philipp Kohlschreiber,1807.423246088584,802,1946.7249823102625,341,1909.7661589331378,268,1823.8466674688732,72,2022-Wimbledon-Mikhail Kukushkin-Philipp Kohlschreiber
Daniel Koellerer,1806.384070062781,196,1681.6213669922656,11,1951.6845546381007,45,1693.7398083497706,1,2011-Czech Republic F2-Daniel Koellerer-Lubomir Majsajdr
Mikhail Kukushkin,1806.104209134218,806,1911.580548897288,431,1834.1480432189564,195,1739.5303461466285,56,2022-Wimbledon-Jenson Brooksby-Mikhail Kukushkin
Elias Ymer,1805.9201250083677,555,1860.8927829101249,245,1889.782275375775,290,1527.9094445844785,20,2022-Bastad-Diego Sebastian Schwartzman-Elias Ymer
Rainer Schuettler,1805.175191675544,239,1852.6618656651951,104,1649.2781570616912,5,1933.1953245818554,18,2012-Australian Open-Alexander Kudryavtsev-Rainer Schuettler
Jose Acasuso,1805.1058249227235,141,1630.5794841166394,2,1902.0677046622047,41,1787.0,0,2011-Roland Garros-Alessio Di Mauro-Jose Acasuso
Ben Shelton,1803.6378883958282,34,1849.6237435567782,29,1487.340919156322,5,1400.0,0,2022-Rome CH-Yibing Wu-Ben Shelton
Horacio Zeballos,1803.4048674530052,727,1840.7828287012549,133,1949.5391441989614,434,1595.6172252008246,15,2019-Auckland-Laslo Djere-Horacio Zeballos
Vit Kopriva,1803.3677742516093,442,1774.5655683521136,122,1882.0130488208638,305,1544.0961048424408,15,2022-Braunschweig CH-Bernabe Zapata Miralles-Vit Kopriva
Pierre Hugues Herbert,1802.9619253045103,664,1909.205194405387,417,1893.1393050191668,176,1798.8079038578298,67,2022-Ilkley CH-Constant Lestienne-Pierre Hugues Herbert
Norbert Gombos,1802.2576637231343,795,1845.675440121426,402,1894.5024228784514,355,1573.5173231963677,28,2022-Verona CH-Sebastian Ofner-Norbert Gombos
Federico Delbonis,1802.0114865835894,795,1725.5090061420296,161,1980.6952410693393,531,1500.4085751628593,16,2022-Bastad-Federico Coria-Federico Delbonis
Aljaz Bedene,1801.799933971937,666,1928.643124963126,244,1950.5661153022313,306,1735.1717509394248,43,2022-Wimbledon-Maximilian Marterer-Aljaz Bedene
Blaz Kavcic,1801.120094589899,749,1813.0849132201288,347,1866.1488545725126,245,1721.59412173156,30,2021-US Open-Marco Trungelliti-Blaz Kavcic
Marc Lopez,1800.2281100659993,105,1674.7662739915806,5,2001.3051041022145,24,1628.0,0,2016-Davis Cup WG PO: ESP vs IND-Marc Lopez-Sumit Nagal
Pablo Cuevas,1800.1463209468034,715,1852.684988009319,149,1922.5356777595537,406,1629.6946266081036,17,2022-Luedenscheid CH-Zhizhen Zhang-Pablo Cuevas
Jurij Rodionov,1799.7820654588022,328,1869.3675469601683,195,1824.0083848515196,105,1561.7374345611377,28,2022-Salzburg CH-Thiago Monteiro-Jurij Rodionov
Fernando Gonzalez,1799.3632538016523,158,1827.1578888358301,13,1951.612090768294,28,1964.8977850523368,3,2012-Miami Masters-Nicolas Mahut-Fernando Gonzalez
Nicolas Mahut,1798.6373225545426,581,1873.0381368416613,341,1918.302695754068,55,1780.3514900234409,88,2021-Miami Masters-Jason Jung-Nicolas Mahut
Carlos Taberner,1798.4948161811178,499,1745.6244273512991,68,1902.699752365633,427,1375.4020549935967,4,2022-Amersfoort CH-Max Houkes-Carlos Taberner
Lukas Klein,1798.323266174167,343,1734.5414578896352,130,1848.7314935511708,178,1735.9423959123835,35,2022-Iasi CH-Pablo Andujar-Lukas Klein
Zizou Bergs,1798.1951302500117,323,1827.336075289292,165,1777.4115980631934,147,1717.8388573707962,11,2022-Amersfoort CH-Luca Van Assche-Zizou Bergs
Fabian Marozsan,1798.1089056056041,202,1784.8893689569534,36,1831.356098943935,166,1400.0,0,2022-Milan CH-Fabian Marozsan-Matteo Gigante
Francesco Maestrelli,1797.9610441551552,105,1626.240490804817,36,1865.8807073331816,69,1400.0,0,2022-Verona CH-Francesco Maestrelli-Sebastian Ofner
Fernando Verdasco,1796.1123657816604,791,1916.0838438160627,321,1873.3252760817372,259,1728.1002760556485,60,2022-Salzburg CH-Giulio Zeppieri-Fernando Verdasco
Christian Harrison,1795.6865917711448,328,1771.649816961279,232,1825.8239854179646,77,1749.2758885423127,19,2022-Wimbledon-Oscar Otte-Christian Harrison
Marc Gicquel,1795.4787566152609,380,1858.0297699170974,151,1781.630886385555,95,1687.9976549025585,19,2014-Rennes CH-Nicolas Mahut-Marc Gicquel
Andreas Seppi,1794.9887378888238,834,1867.819534438238,415,1804.477110694247,193,1750.0794380964876,99,2022-Wimbledon-Lukas Klein-Andreas Seppi
Xavier Malisse,1794.2679907798765,310,1850.2547427693596,121,1779.1151005932,40,1984.6326233938207,40,2014-German Bundesliga Gladbacher HTC - HTC BW Krefeld-Pablo Galdon-Xavier Malisse
Samuel Groth,1794.1699209568342,520,1788.4098863421505,298,1800.5930369224818,36,1828.1139629440288,86,2018-Australian Open-Taylor Harry Fritz-Samuel Groth
Egor Gerasimov,1794.0202004548269,577,1872.8947190188019,450,1806.30854022475,104,1599.4375919856325,22,2022-Porto CH-Altug Celikbilek-Egor Gerasimov
Gijs Brouwer,1793.8851260413362,348,1776.7564801801352,184,1786.5740014701048,135,1702.6556778738109,29,2022-Newport-Brandon Holt-Gijs Brouwer
Potito Starace,1792.4932427691986,443,1789.649424944284,47,1872.1785108238191,254,1648.5978933150204,5,2015-San Benedetto CH-Gianluca Naso-Potito Starace
Jarkko Nieminen,1791.9808320775462,515,1924.6563728453598,238,1846.8139581494002,132,1839.4728987781816,35,2016-German Bundesliga TK Aachen - TC BW Halle-Matthias Bachinger-Jarkko Nieminen
Felipe Meligeni Alves,1791.871548971265,296,1612.3655824873902,29,1862.6720051011637,265,1286.8207850594135,2,2022-Iasi CH-Felipe Meligeni Alves-Pablo Andujar
James Duckworth,1791.531891211627,643,1927.1562083658623,405,1764.0174100493414,156,1737.4935703411395,73,2022-Newport-Jason Kubler-James Duckworth
Francesco Passaro,1791.4178143076342,141,1617.4552929711529,25,1861.6518151360708,114,1340.716589218534,2,2022-Todi CH-Pedro Cachin-Francesco Passaro
Damir Dzumhur,1789.7758144616444,794,1846.3663166075346,359,1866.5075809540497,394,1757.4513702003317,37,2022-Roland Garros-Fernando Verdasco-Damir Dzumhur
Taylor Dent,1789.2272266024581,118,1835.0662529123151,37,1737.9275132513571,5,1803.2136229946923,9,2010-Charlottesville CH-Rik De Voest-Taylor Dent
Marco Cecchinato,1789.2028401937494,724,1715.3672046784034,114,1929.516791179522,600,1423.9632432880562,10,2022-Verona CH-Pedro Cachin-Marco Cecchinato
Radu Albot,1789.1107460995229,886,1871.209309701206,463,1821.373503481444,305,1717.739756359326,48,2022-Newport-Jack Sock-Radu Albot
Jonas Forejtek,1789.0143382227052,226,1822.4343190640107,102,1846.6339450649236,107,1579.7444523858064,17,2022-Wimbledon-Dennis Novak-Jonas Forejtek
Wayne Odesnik,1788.9872187121778,395,1820.9346249553284,116,1808.6710910624477,136,1726.335545693095,13,2015-Maui CH-James Mcgee-Wayne Odesnik
Mitchell Krueger,1788.6049278723508,622,1843.6264204659053,440,1767.6961692658426,157,1606.6796840950376,24,2022-Newport-Maxime Cressy-Mitchell Krueger
Gianluca Mager,1788.1325205259388,562,1824.1027159535838,130,1880.9382326505545,420,1543.9666106531733,12,2022-Verona CH-Riccardo Bonadio-Gianluca Mager
Matteo Gigante,1788.0306997751895,98,1745.7167056673966,37,1859.3637279642812,61,1400.0,0,2022-Verona CH-Norbert Gombos-Matteo Gigante
Yannick Hanfmann,1786.7842609379684,407,1872.4174569996965,131,1888.3961195500742,236,1560.3010885242554,25,2022-Bastad-Daniel Elahi Galan-Yannick Hanfmann
Alexander Shevchenko,1785.5290475034517,219,1706.3859834524374,47,1853.9825823728177,172,1400.0,0,2022-Iasi CH-Matheus Pucinelli De Almeida-Alexander Shevchenko
Michael Berrer,1785.362657915284,547,1869.0184004558987,303,1780.3158381751045,81,1714.7966193732059,35,2018-German Bundesliga TV Reutlingen - TC Weinheim-Michael Berrer-Moritz Baumann
Janez Semrajc,1785.3278189368943,255,1746.2413758464163,24,1880.473528267403,133,1529.8521603515592,1,2015-Casablanca CH-Flavio Cipolla-Janez Semrajc
Viktor Troicki,1785.2222699645392,742,1851.029477571773,367,1814.48489656241,168,1768.3726620376644,70,2021-Wimbledon-Viktor Troicki-Christopher Eubanks
Yosuke Watanuki,1784.9056940611415,291,1815.4115934120077,230,1765.7118322113165,46,1627.0384357444914,15,2022-Lyon-Alex De Minaur-Yosuke Watanuki
Ivan Dodig,1784.175163243118,500,1850.131607040126,269,1977.0670574891587,89,1864.6050421966,45,2018-Dubai-Yuki Bhambri-Ivan Dodig
Michael Russell,1783.9679327793237,458,1850.9554923737787,262,1692.6251476556088,55,1761.973752859614,30,2015-Sarasota CH-Renzo Olivo-Michael Russell
Dennis Novak,1783.8727913264443,670,1858.4017494120683,265,1825.083379539836,368,1714.388759378324,37,2022-Salzburg CH-Dusan Lajovic-Dennis Novak
Alex Bogomolov Jr,1783.698091976639,418,1837.6316285860385,245,1764.396123156386,56,1634.2397455979003,26,2014-US Open-Tatsuma Ito-Alex Bogomolov Jr
Victor Hanescu,1783.5631343966102,474,1885.6409945264174,108,1857.4524441724304,233,1633.7541899398586,16,2016-USA F7-Juan Carlos Saez-Victor Hanescu
Alexander Ritschard,1783.34984422483,348,1810.1423314467302,141,1799.435884428407,186,1581.9150725998707,21,2022-Amersfoort CH-Zsombor Piros-Alexander Ritschard
Arnaud Clement,1783.157856785369,241,1852.1653936398645,88,1721.1811732008905,25,1786.9107642855959,19,2012-Wimbledon-Kenny De Schepper-Arnaud Clement
Andrey Kuznetsov,1783.1351203972017,608,1836.3684207593756,210,1895.1384561790278,294,1720.9551384432257,46,2022-Porto CH-Yoshihito Nishioka-Andrey Kuznetsov
Francisco Comesana,1782.7482854319917,173,1455.4155857706314,14,1843.0197090753718,159,1400.0,0,2022-Cali CH-Roberto Quiroz-Francisco Comesana
Vasek Pospisil,1782.1143164059454,760,1943.3234075781686,552,1700.4296570988581,47,1643.7199620181102,68,2022-Malaga CH-Alberto Barroso Campos-Vasek Pospisil
Mario Ancic,1782.0951305868182,89,1876.6764389034245,10,1797.921233461156,4,1772.1488053413705,3,2010-Munich-Daniel Koellerer-Mario Ancic
Juan Ignacio Londero,1781.4029086573469,667,1778.0393933164569,101,1903.6245138991137,558,1461.7559515440646,8,2022-Roland Garros-Carlos Alcaraz-Juan Ignacio Londero
Henri Laaksonen,1781.2579455751359,697,1854.7269958370266,335,1863.40907058141,303,1490.8519328982516,48,2022-Bastad-Pavel Kotov-Henri Laaksonen
Max Purcell,1780.4734254031457,337,1827.0601269885763,261,1703.3009216127311,46,1825.3085010625236,30,2022-Newport-Andy Murray-Max Purcell
Dominic Stricker,1780.1176812237381,125,1886.0861600544347,64,1724.064655594801,38,1591.9394718439685,23,2022-Luedenscheid CH-Robin Haase-Dominic Stricker
Dimitar Kuzmanov,1779.8233606552658,695,1782.012720458494,286,1855.4891253365874,390,1540.473660508372,14,2022-Amersfoort CH-Mats Moraing-Dimitar Kuzmanov
Andreas Beck,1779.4625084286347,556,1804.3082978179227,139,1867.8124936565641,218,1693.4187352652218,59,2019-German Bundesliga TK GW Mannheim - HTC BW Krefeld-Andreas Beck-Florian Kaiser
Peter Gojowczyk,1779.333162177907,764,1858.1242917133332,407,1813.0204000556716,165,1686.306133839707,70,2022-Newport-John Isner-Peter Gojowczyk
Mate Valkusz,1779.1561236084774,255,1579.7013913352848,47,1881.6100467975266,207,1358.8113377965112,1,2022-Wimbledon-Nicola Kuhn-Mate Valkusz
Constant Lestienne,1778.9990473255211,603,1867.137765383427,302,1750.100570004649,286,1655.9547714543482,14,2022-Porto CH-Frederico Ferreira Silva-Constant Lestienne
Luciano Darderi,1778.3620969380702,152,1650.447251399338,35,1855.3918960096794,113,1302.631281406253,4,2022-Iasi CH-Felipe Meligeni Alves-Luciano Darderi
Benoit Paire,1778.26211028781,908,1899.143460969661,409,1879.0472449619947,328,1750.5253357835602,54,2022-Wimbledon-Quentin Halys-Benoit Paire
Marcelo Tomas Barrios Vera,1777.763973228083,442,1762.3519932720335,121,1814.005744477539,310,1588.5714351369131,11,2022-Cali CH-Roman Andres Burruchaga-Marcelo Tomas Barrios Vera
Filippo Volandri,1777.5670398437517,538,1660.9979358237515,20,1847.0054184195446,416,1620.7109008387517,5,2016-Rome 2 CH-Elias Ymer-Filippo Volandri
Albert Montanes,1777.276628233859,518,1733.798085269805,67,1877.209726156646,321,1669.4926302391614,8,2017-Barcelona-Feliciano Lopez-Albert Montanes
Jesse Levine,1777.2756548819746,337,1883.2762117005213,144,1795.9517992020187,35,1720.9514531789057,28,2014-USA F27-Luis David Martinez-Jesse Levine
Hugo Grenier,1777.2437603139304,522,1815.5902168419275,381,1800.656938547803,95,1621.469754677247,46,2022-Porto CH-Yoshihito Nishioka-Hugo Grenier
Franco Agamenone,1776.5203036771807,428,1789.1096936216434,55,1850.5414751633796,369,1446.8306640846758,1,2022-Verona CH-Filip Horansky-Franco Agamenone
Steve Darcis,1776.4972520066574,650,1907.403785210958,263,1818.8481021832229,232,1783.4873073428182,38,2021-Badwerk Gladbacher HTC 1 - Kurhaus Lambertz Aachen-Daniel Altmaier-Steve Darcis
Brian Baker,1776.260642361664,129,1801.0394570675105,75,1872.432855107526,40,1791.2930010395528,14,2017-Dallas CH-Marcos Giron-Brian Baker
Enzo Couacaud,1776.2164289583368,504,1840.0982970754162,326,1762.4613774900022,144,1670.145320879963,34,2022-Rome CH-Alex Rybakov-Enzo Couacaud
Jozef Kovalik,1776.0311702561644,706,1739.7140587981066,205,1886.339254823905,487,1441.7051247942065,14,2022-Luedenscheid CH-Zhizhen Zhang-Jozef Kovalik
Luca Nardi,1775.9564533390687,134,1820.323361813604,55,1821.2377789504662,79,1400.0,0,2022-Verona CH-Matteo Gigante-Luca Nardi
Bjorn Fratangelo,1775.9375527562347,630,1827.7568656308474,334,1838.1541085546085,260,1645.3005761521795,36,2022-Rome CH-Juan Pablo Ficovich-Bjorn Fratangelo
Simon Greul,1775.869051400958,409,1729.9165265979532,49,1802.8284842846892,195,1747.3674249976102,12,2013-Ortisei CH-Andreas Seppi-Simon Greul
Matthew Ebden,1775.748897962468,722,1835.9797843977683,430,1640.1171583263,32,1748.976865865621,139,2022-s Hertogenbosch-Tim Van Rijthoven-Matthew Ebden
Joao Sousa,1774.6464799345276,893,1843.17730140663,371,1871.0517116486901,354,1681.0114928679616,63,2022-Bastad-Alejandro Davidovich Fokina-Joao Sousa
Giulio Zeppieri,1774.0249458243188,186,1604.2462173163583,41,1871.324303167136,142,1474.7550721769576,3,2022-Verona CH-Norbert Gombos-Giulio Zeppieri
Leonardo Mayer,1773.7571358570315,681,1867.2102519715986,173,1888.5812127468816,348,1691.4935905798486,35,2021-Wimbledon-Marco Trungelliti-Leonardo Mayer
Stephane Bohli,1773.3813205913846,309,1780.9729958883981,147,1700.7478005534076,9,1818.1216497442513,21,2013-Geneva CH-Thiemo De Bakker-Stephane Bohli
Filip Misolic,1773.071129643558,102,1547.063311786349,10,1848.1229009133556,90,1383.9664507552366,2,2022-Salzburg CH-Dominic Thiem-Filip Misolic
Johannes Ager,1773.0042966632498,120,1895.7218795120593,10,1838.4031115215137,51,1775.5056175358036,9,2014-German Bundesliga Gladbacher HTC - Erfurter TC RW-Johannes Ager-Mark De Jong
Manuel Guinard,1772.5781805503268,378,1764.2683269093811,139,1844.4393377606123,238,1337.0966094736136,1,2022-Salzburg CH-Alexander Shevchenko-Manuel Guinard
Santiago Giraldo,1772.5054471366348,707,1789.4907875701253,226,1841.6036957399704,306,1755.404498337032,33,2020-Davis Cup QLS R1: ARG vs COL-Juan Ignacio Londero-Santiago Giraldo
Mario Vilella Martinez,1771.8614090963083,478,1833.1868901413363,95,1839.3623439653757,374,1540.4089167222912,9,2022-Wimbledon-Zdenek Kolar-Mario Vilella Martinez
Ivo Karlovic,1771.690951119439,606,1847.8728038660533,353,1836.6860301759075,77,1699.5133137558678,73,2021-Indian Wells Masters-Emilio Gomez-Ivo Karlovic
Javier Marti,1771.1875256603594,536,1743.0886960290825,35,1826.912677972887,427,1606.015452595797,6,2020-M15 Cairo 1-Javier Marti-Nikolas Sanchez Izquierdo
Jurgen Melzer,1769.838275067986,537,1944.2126198717583,225,1865.5985357773707,138,1740.7871822416132,40,2021-Badwerk Gladbacher HTC 1 - TC Großhesselohe-Jurgen Melzer-Aleksandr Nedovyesov
Yuki Bhambri,1769.5504712494587,477,1895.841397247411,383,1648.5453026308383,14,1633.3014515572575,37,2022-Malaga CH-Michael Mmoh-Yuki Bhambri
Jerzy Janowicz,1769.4992144143448,564,1925.5791218812378,242,1840.7912480956204,164,1888.695805070815,56,2022-M15 Wroclaw-Maks Kasnikowski-Jerzy Janowicz
Bastian Knittel,1769.4344812718025,365,1756.325792313951,52,1814.7409163317732,166,1787.877591173213,32,2014-Germany F2-Fabrice Martin-Bastian Knittel
Fabrice Santoro,1769.2757792633456,96,1782.8730957019866,1,1823.0,0,1823.0,0,2010-Australian Open-Marin Cilic-Fabrice Santoro
Florian Mayer,1769.1614592147173,533,1839.2802080096526,187,1849.032067113046,201,1850.7776915793102,47,2021-Team Hammerling TuS Sennelager 1 - TC Großhesselohe-Daniel de Jonge-Florian Mayer
Sam Querrey,1768.8263044095067,712,1837.4153377917687,374,1893.479655588221,110,1819.4262462352272,113,2022-Newport-Andy Murray-Sam Querrey
Emilio Nava,1768.3884226295497,187,1781.9445807558616,106,1825.9591570596524,78,1405.0510903378042,3,2022-Porto CH-Yoshihito Nishioka-Emilio Nava
Emilio Gomez,1767.726259649549,610,1839.1233110672645,321,1754.4001808053633,255,1469.8284109240412,8,2022-Rome CH-Strong Kirchheimer-Emilio Gomez
Eric Prodon,1767.5191175118857,325,1639.7527370614118,6,1828.385291686688,206,1707.9346015985427,2,2014-Wimbledon-Marco Chiudinelli-Eric Prodon
Lucas Pouille,1767.4308892377187,556,1875.0596739745408,306,1873.7736677393275,204,1729.4078054022418,46,2022-Ilkley CH-Gijs Brouwer-Lucas Pouille
Andrea Pellegrino,1767.0192020178245,429,1658.7248853931223,96,1856.9985938425912,325,1480.4115671548575,8,2022-Verona CH-Flavio Cobolli-Andrea Pellegrino
Julio Peralta,1766.9978706578981,55,1654.5887298961795,1,1801.4691800869996,27,1689.0,0,2015-USA F15-Darian King-Julio Peralta
Zhizhen Zhang,1766.2893090456919,319,1680.518096169916,185,1888.399464766616,122,1623.3864734621936,12,2022-Luedenscheid CH-Hamad Medjedovic-Zhizhen Zhang
Tim Smyczek,1765.899285267487,642,1814.0255381671104,448,1674.6169235237578,59,1687.4483455153722,53,2019-Washington-Milos Raonic-Tim Smyczek
Stefano Travaglia,1764.7896423560642,706,1848.842004035366,148,1920.2898892331718,518,1459.38290259653,13,2022-Amersfoort CH-Arthur Fils-Stefano Travaglia
Cedrik Marcel Stebe,1764.7889079635793,523,1853.9110408395184,210,1803.49431792792,231,1571.1487086649247,29,2022-Verona CH-Sebastian Ofner-Cedrik Marcel Stebe
Carlos Berlocq,1764.7516656353032,677,1845.0404853358639,91,1814.4824007388875,490,1661.6084718679872,22,2019-Biella CH-Paolo Lorenzi-Carlos Berlocq
Gregoire Barrere,1764.5449572617322,632,1851.5818397120538,385,1797.4419410368546,200,1684.9855160641928,47,2022-Porto CH-Christopher Oconnell-Gregoire Barrere
Bobby Reynolds,1764.5356107330301,353,1817.5625183282482,198,1705.9841985639096,24,1818.7166994104603,27,2014-Wimbledon-Konstantin Kravchuk-Bobby Reynolds
Alessandro Giannessi,1764.446586438887,718,1654.0724896123377,94,1851.623092697842,572,1414.975911155828,11,2022-Verona CH-Sebastian Ofner-Alessandro Giannessi
Stefan Kozlov,1764.0312173007414,503,1872.825627562986,361,1674.5089463107304,107,1606.391755129752,35,2022-Newport-Steve Johnson-Stefan Kozlov
Tim Puetz,1763.8968430946568,324,1821.331146716097,151,1822.1646763245535,123,1632.4483983322239,50,2021-Kurhaus Lambertz Aachen - HTC Blau-Weiß Krefeld 1-Tim Puetz-Andrea Arnaboldi
Evan Furness,1763.7857107246407,392,1831.804130994333,215,1784.9423426950334,164,1579.7437889136247,13,2022-Amersfoort CH-Taro Daniel-Evan Furness
Julian Reister,1763.6523642426662,411,1732.7388668351145,59,1852.3965167716356,206,1716.1498128162452,25,2021-Der Club an der Alster Hamburg - Oldenburger TeV-Julian Reister-Florian Barth
Robby Ginepri,1763.525390891254,260,1805.7615817750223,113,1838.0928146839308,47,1633.466008307274,6,2015-Washington-Yoshihito Nishioka-Robby Ginepri
Gastao Elias,1763.3055811863387,761,1782.0617773032202,205,1842.220787946443,488,1560.8878263995082,16,2022-Braunschweig CH-Kacper Zuk-Gastao Elias
Alex Kuznetsov,1763.1007898311477,472,1804.2532907113778,285,1701.5891585472473,54,1707.510560877057,34,2016-Aptos CH-Bjorn Fratangelo-Alex Kuznetsov
